"idpedido";"titulo";"vencimento";"tipo_pagamento";"data_compra";"pagamento";"valorbruto";"valorliquid";"saldo";"parcela";"idclientes";"idcolaborador"
"358";"AD4C367";"2018-06-09";"CRD";"2018-06-09";"0000-00-00";"302.5";"229.5";"94.8";"1";"106";"4"
"359";"0DE8F6E";"2018-06-09";"CRD";"2018-06-09";"0000-00-00";"122.9";"89.9";"0";"1";"205";"3"
"360";"B124E87";"2018-06-09";"CRD";"2018-06-09";"0000-00-00";"0";"-33";"-33";"1";"0";"3"
"361";"C0901F8";"2018-06-09";"CRD";"2018-06-09";"0000-00-00";"232.8";"179.8";"0";"1";"166";"3"
"362";"FD0E464";"2018-06-09";"CRD";"2018-06-09";"0000-00-00";"212.8";"139.8";"0";"1";"147";"3"
"363";"912279C";"2018-06-09";"CRD";"2018-06-09";"0000-00-00";"212.8";"139.8";"139.8";"1";"181";"3"
"364";"0546E73";"2018-06-09";"CRD";"2018-06-09";"0000-00-00";"724.7";"600";"209.4";"1";"305";"3"
"365";"D0E542A";"2018-06-09";"CRD";"2018-06-09";"0000-00-00";"244.7";"159.7";"0";"1";"291";"3"
"366";"40884AF";"2018-06-09";"DIN";"2018-06-09";"2018-06-09";"149.7";"149.7";"0";"0";"424";"3"
"367";"40884AF";"2018-06-09";"CRE";"2018-06-09";"0000-00-00";"231.7";"0";"0";"1";"424";"3"
"368";"CDD5199";"2018-06-09";"DIN";"2018-06-09";"2018-06-09";"81.9";"49.9";"0";"0";"425";"3"
"369";"FCE9B10";"2018-06-09";"CRD";"2018-06-09";"0000-00-00";"179.8";"149.8";"0";"1";"285";"3"
"371";"5F5C2BB";"2018-06-09";"CRD";"2018-06-09";"0000-00-00";"254.7";"159.7";"0";"1";"191";"3"
"372";"EBC56FF";"2018-06-09";"DIN";"2018-06-09";"2018-06-09";"39.9";"39.9";"0";"0";"394";"3"
"373";"FBDD827";"2018-06-09";"DEB";"2018-06-09";"2018-06-09";"49.9";"49.9";"0";"0";"394";"3"
"374";"E9E4698";"2018-06-09";"CRD";"2018-06-09";"0000-00-00";"164.8";"109.8";"0";"1";"133";"3"
"375";"5019BD6";"2018-06-09";"CRD";"2018-06-09";"0000-00-00";"164.8";"109.8";"0";"1";"165";"3"
"376";"8C5FE14";"2018-06-09";"CRD";"2018-06-09";"0000-00-00";"199.8";"139.8";"0";"1";"201";"3"
"377";"FF08D52";"2018-06-09";"DIN";"2018-06-09";"2018-06-09";"209.6";"209.6";"0";"0";"427";"4"
"378";"FF08D52";"2018-06-09";"CRE";"2018-06-09";"0000-00-00";"294.6";"0";"0";"1";"427";"4"
"380";"A32B01C";"2018-06-10";"CRD";"2018-06-10";"0000-00-00";"412.6";"279.6";"0";"1";"165";"3"
"381";"2266E20";"2018-06-10";"CRD";"2018-06-10";"0000-00-00";"84.9";"59.9";"0";"1";"386";"3"
"382";"306A8AD";"2018-06-10";"CRD";"2018-06-10";"0000-00-00";"164.8";"109.8";"0";"1";"354";"3"
"383";"F62B1E1";"2018-06-10";"CRD";"2018-06-10";"0000-00-00";"251.7";"159.7";"0";"1";"23";"3"
"384";"7739C78";"2018-06-10";"CRD";"2018-06-10";"0000-00-00";"906.1";"609.1";"609.1";"1";"6";"3"
"385";"7B84AE4";"2018-06-10";"DEB";"2018-06-10";"2018-06-10";"79.9";"79.9";"0";"0";"394";"3"
"386";"69994E2";"2018-06-10";"CRD";"2018-06-10";"0000-00-00";"377.6";"249.6";"0";"1";"429";"3"
"387";"0FF1251";"2018-06-10";"CRD";"2018-06-10";"0000-00-00";"645.4";"439.4";"398.4";"1";"170";"3"
"388";"E527C1C";"2018-06-10";"DEB";"2018-06-10";"2018-06-10";"169.8";"99.8";"0";"0";"430";"3"
"389";"F76E793";"2018-06-10";"CRD";"2018-06-10";"0000-00-00";"245.8";"179.8";"0";"1";"260";"3"
"390";"9EAA179";"2018-06-10";"CRD";"2018-06-10";"0000-00-00";"354.6";"209.6";"0";"1";"296";"3"
"391";"D6D0E90";"2018-06-10";"CRD";"2018-06-10";"0000-00-00";"91.9";"59.9";"59.9";"1";"187";"3"
"392";"130B379";"2018-06-10";"CRD";"2018-06-10";"0000-00-00";"531.5";"329.5";"329.5";"1";"337";"3"
"393";"43EB47F";"2018-06-10";"CRD";"2018-06-10";"0000-00-00";"251.7";"159.7";"0";"1";"49";"3"
"394";"6AD9337";"2018-06-11";"CRD";"2018-06-11";"0000-00-00";"379.7";"379.7";"0";"1";"431";"3"
"395";"5BAF963";"2018-06-11";"CRD";"2018-06-11";"0000-00-00";"212.6";"185.6";"0";"1";"92";"3"
"396";"30935C9";"2018-06-12";"CRD";"2018-06-12";"0000-00-00";"223.8";"139.8";"89.8";"1";"432";"4"
"397";"8B831EC";"2018-06-12";"CRD";"2018-06-12";"0000-00-00";"255.8";"179.8";"179.8";"1";"433";"4"
"398";"368B23B";"2018-06-12";"CRD";"2018-06-12";"0000-00-00";"275.7";"149.7";"99.7";"1";"434";"4"
"399";"9110A77";"2018-06-12";"CRD";"2018-06-12";"0000-00-00";"59.9";"50";"0";"1";"177";"4"
"400";"E44C42B";"2018-06-12";"CRD";"2018-06-12";"0000-00-00";"199.9";"199.9";"130";"1";"49";"4"
"401";"C8D5592";"2018-06-12";"CRD";"2018-06-12";"0000-00-00";"199.9";"199.9";"0";"1";"124";"4"
"402";"34F3EE2";"2018-06-13";"CRD";"2018-06-13";"0000-00-00";"189.9";"189.9";"139.9";"1";"99";"3"
"403";"A9F24E1";"2018-06-13";"CRD";"2018-06-13";"0000-00-00";"635.5";"609.5";"447.7";"1";"393";"3"
"404";"8784850";"2018-06-13";"DEB";"2018-06-13";"2018-06-13";"23.9";"23.9";"0";"0";"435";"4"
"405";"A576940";"2018-06-13";"CRD";"2018-06-13";"0000-00-00";"159.9";"159.9";"99.9";"1";"178";"3"
"406";"0F3A7E2";"2018-06-13";"CRD";"2018-06-13";"0000-00-00";"199.9";"199.9";"138.9";"1";"183";"3"
"407";"9A9D7DA";"2018-06-14";"DEB";"2018-06-14";"2018-06-14";"199.9";"199.9";"0";"0";"133";"3"
"409";"9B07614";"2018-06-14";"CRD";"2018-06-14";"0000-00-00";"159.8";"109.8";"98.6";"1";"105";"3"
"410";"AF72F6F";"2018-06-14";"CRD";"2018-06-14";"0000-00-00";"199.9";"199.9";"0";"1";"11";"3"
"411";"780E98F";"2018-06-14";"CRD";"2018-06-14";"0000-00-00";"399.8";"350";"150";"1";"321";"3"
"412";"84EDC5D";"2018-06-14";"DIN";"2018-06-14";"2018-06-14";"211.8";"139.8";"0";"0";"347";"3"
"413";"D159DA8";"2018-06-14";"DIN";"2018-06-14";"2018-06-14";"229.7";"229.7";"0";"0";"430";"3"
"414";"D159DA8";"2018-06-14";"CRE";"2018-06-14";"0000-00-00";"335.7";"0";"0";"1";"430";"3"
"415";"C5DAF20";"2018-06-14";"CRD";"2018-06-14";"0000-00-00";"84.9";"59.9";"59.9";"1";"111";"3"
"416";"E50193F";"2018-06-14";"CRD";"2018-06-14";"0000-00-00";"79.9";"49.9";"49.9";"1";"107";"3"
"417";"104E298";"2018-06-14";"CRD";"2018-06-14";"0000-00-00";"0";"-30";"-30";"1";"0";"3"
"418";"09212C7";"2018-06-14";"CRD";"2018-06-14";"0000-00-00";"191.8";"99.8";"0";"1";"336";"3"
"419";"701381C";"2018-06-15";"CRD";"2018-06-15";"0000-00-00";"229.7";"99.8";"0";"1";"57";"3"
"420";"FEAB81E";"2018-06-15";"CRD";"2018-06-15";"0000-00-00";"199.9";"199.9";"22.8";"1";"272";"4"
"421";"A2BC635";"2018-06-15";"CRD";"2018-06-15";"0000-00-00";"29.9";"29.9";"4.2";"1";"23";"4"
"422";"1F80781";"2018-06-15";"DIN";"2018-06-15";"2018-06-15";"79.8";"79.8";"0";"0";"408";"4"
"423";"47E71EA";"2018-06-16";"DIN";"2018-06-16";"2018-06-16";"170";"170";"0";"0";"395";"4"
"424";"47E71EA";"2018-06-16";"CRE";"2018-06-16";"0000-00-00";"179.8";"0";"0";"1";"395";"4"
"425";"57FB223";"2018-06-16";"CRD";"2018-06-16";"0000-00-00";"49.9";"49.9";"0";"1";"291";"4"
"426";"4F03AA7";"2018-06-16";"CRD";"2018-06-16";"0000-00-00";"79.9";"79.9";"0";"1";"346";"4"
"427";"D7DA63E";"2018-06-16";"CRD";"2018-06-16";"0000-00-00";"39.9";"39.9";"0";"1";"347";"4"
"428";"BEEB02E";"2018-06-16";"DIN";"2018-06-16";"2018-06-16";"129.8";"129.8";"0";"0";"408";"4"
"429";"75EF432";"2018-06-16";"CRD";"2018-06-16";"0000-00-00";"29.9";"29.9";"0";"1";"124";"3"
"430";"1DA4BED";"2018-06-16";"DIN";"2018-06-16";"2018-06-16";"51";"51";"0";"0";"127";"3"
"431";"1DA4BED";"2018-06-16";"CRD";"2018-06-16";"0000-00-00";"192.8";"91.9";"0";"1";"127";"3"
"432";"70B202B";"2018-06-18";"CRD";"2018-06-18";"0000-00-00";"484.5";"419.5";"381.7";"1";"407";"3"
"433";"6096BE5";"2018-06-18";"CRD";"2018-06-18";"0000-00-00";"189.7";"129.7";"0";"1";"320";"3"
"434";"E2E9F79";"2018-06-19";"CRD";"2018-06-19";"0000-00-00";"199.9";"189.9";"189.9";"1";"234";"3"
"435";"6A2C0D6";"2018-06-19";"CRD";"2018-06-19";"0000-00-00";"335.7";"189.7";"0";"1";"311";"3"
"436";"58AA2EA";"2018-06-20";"CRD";"2018-06-20";"0000-00-00";"329.7";"329.7";"318.7";"1";"153";"4"
"437";"B2A03B2";"2018-06-21";"CRD";"2018-06-21";"0000-00-00";"140";"140";"0.0000000000000284217";"1";"96";"4"
"438";"51B6A84";"2018-06-21";"DEB";"2018-06-21";"2018-06-21";"109.8";"109.8";"0";"0";"437";"4"
"439";"D2B0E10";"2018-06-21";"CRD";"2018-06-21";"0000-00-00";"139.8";"139.8";"0";"1";"296";"4"
"440";"C73BFBB";"2018-06-21";"CRD";"2018-06-21";"0000-00-00";"59.8";"59.8";"0";"1";"166";"3"
"441";"55BAF27";"2018-06-22";"CRD";"2018-06-22";"0000-00-00";"299.6";"279.6";"96.2";"1";"298";"3"
"442";"2CDF2D9";"2018-06-22";"CRD";"2018-06-22";"0000-00-00";"418.5";"418.5";"218.5";"1";"412";"3"
"443";"1611A1D";"2018-06-22";"CRD";"2018-06-22";"0000-00-00";"129.7";"129.7";"0";"1";"285";"3"
"444";"4900BD4";"2018-06-22";"DIN";"2018-06-22";"2018-06-22";"411.1";"400";"0";"0";"198";"3"
"445";"94F9843";"2018-06-22";"CRD";"2018-06-22";"0000-00-00";"239.8";"239.8";"239.8";"1";"111";"4"
"446";"59E91D1";"2018-06-22";"CRD";"2018-06-22";"0000-00-00";"124.8";"124.8";"124.8";"1";"51";"4"
"447";"87F037B";"2018-06-22";"CRD";"2018-06-22";"0000-00-00";"142.8";"142.8";"0";"1";"316";"4"
"448";"66D2DB5";"2018-06-22";"CRD";"2018-06-22";"0000-00-00";"149.8";"149.8";"0";"1";"349";"4"
"449";"B21C5E5";"2018-06-23";"DEB";"2018-06-23";"2018-06-23";"244.6";"224.6";"0";"0";"439";"3"
"450";"14667E3";"2018-06-23";"CRD";"2018-06-23";"0000-00-00";"79.8";"68";"0";"1";"163";"3"
"451";"924D85B";"2018-06-23";"CRD";"2018-06-23";"0000-00-00";"188.7";"188.7";"0";"1";"348";"3"
"452";"1FD157B";"2018-06-23";"CRD";"2018-06-23";"0000-00-00";"69.9";"69.9";"0";"1";"285";"3"
"453";"EC51F0B";"2018-06-23";"CRD";"2018-06-23";"0000-00-00";"49.9";"49.9";"49.9";"1";"51";"3"
"454";"2103984";"2018-06-23";"CRD";"2018-06-23";"0000-00-00";"0";"0";"0";"1";"222";"3"
"455";"2DDEE2E";"2018-06-23";"DIN";"2018-06-23";"2018-06-23";"39.9";"39.9";"0";"0";"394";"3"
"456";"9B4285E";"2018-06-23";"DIN";"2018-06-23";"2018-06-23";"89.9";"89.9";"0";"0";"207";"3"
"457";"9B4285E";"2018-06-23";"CRE";"2018-06-23";"0000-00-00";"89.9";"0";"0";"1";"207";"3"
"458";"AA4A916";"2018-06-23";"DIN";"2018-06-23";"2018-06-23";"159.8";"159.8";"0";"0";"441";"3"
"459";"AA4A916";"2018-06-23";"CRE";"2018-06-23";"0000-00-00";"159.8";"0";"0";"1";"441";"3"
"460";"6E9F0D7";"2018-06-23";"CRD";"2018-06-23";"0000-00-00";"39.9";"39.9";"0";"1";"82";"3"
"461";"C099AB0";"2018-06-23";"CRD";"2018-06-23";"0000-00-00";"39.9";"39.9";"0";"1";"222";"3"
"462";"444235D";"2018-06-23";"DIN";"2018-06-23";"2018-06-23";"49.9";"49.9";"0";"0";"442";"4"
"463";"9B0764B";"2018-06-23";"CRD";"2018-06-23";"0000-00-00";"145.8";"145.8";"0";"1";"5";"4"
"464";"984A29E";"2018-06-23";"CRD";"2018-06-23";"0000-00-00";"294.4";"294.4";"0";"1";"11";"4"
"465";"DD546D3";"2018-06-23";"CRD";"2018-06-23";"0000-00-00";"132.8";"132.8";"0";"1";"5";"4"
"466";"AC748AB";"2018-06-23";"CRD";"2018-06-23";"0000-00-00";"409.6";"409.6";"313.1";"1";"378";"4"
"467";"33C0218";"2018-06-23";"CRD";"2018-06-23";"0000-00-00";"119.8";"100";"100";"1";"378";"4"
"470";"EBB779E";"2018-06-25";"CRD";"2018-06-25";"0000-00-00";"29.9";"29.9";"0";"1";"299";"4"
"471";"4677295";"2018-06-25";"CRD";"2018-06-25";"0000-00-00";"29.9";"29.9";"29.9";"1";"305";"4"
"472";"FA64D0E";"2018-06-25";"CRD";"2018-06-25";"0000-00-00";"29.9";"29.9";"0";"1";"325";"4"
"473";"8636864";"2018-06-25";"CRD";"2018-06-25";"0000-00-00";"39.9";"39.9";"39.9";"1";"407";"4"
"474";"06C644A";"2018-06-25";"CRD";"2018-06-25";"0000-00-00";"54.9";"54.9";"21.8";"1";"320";"4"
"475";"8957155";"2018-06-26";"CRD";"2018-06-26";"0000-00-00";"349.6";"349.6";"349.6";"1";"443";"4"
"476";"182CD43";"2018-06-26";"CRD";"2018-06-26";"0000-00-00";"39.9";"39.9";"0";"1";"444";"4"
"477";"2043676";"2018-06-26";"CRD";"2018-06-26";"0000-00-00";"159.9";"159.9";"159.9";"1";"107";"4"
"478";"67523FF";"2018-07-27";"DIN";"2018-06-26";"0000-00-00";"69.9";"69.9";"19.9";"0";"111";"4"
"479";"787899D";"2018-06-27";"CRD";"2018-06-27";"0000-00-00";"583.5";"564.5";"354.3";"1";"201";"3"
"480";"4B57EFB";"2018-06-28";"CRD";"2018-06-28";"0000-00-00";"39.9";"39.9";"0";"1";"113";"3"
"481";"737B30E";"2018-06-28";"CRD";"2018-06-28";"0000-00-00";"229.7";"229.7";"0";"1";"345";"3"
"482";"9E2F928";"2018-06-28";"CRD";"2018-06-28";"0000-00-00";"212.8";"139.8";"0";"1";"273";"3"
"483";"FF40A96";"2018-06-28";"CRD";"2018-06-28";"0000-00-00";"159.8";"99.8";"0";"1";"293";"3"
"484";"F86BAAA";"2018-06-28";"CRD";"2018-06-28";"0000-00-00";"409.5";"409.5";"0";"1";"244";"3"
"485";"F9DCCDE";"2018-06-28";"DEB";"2018-06-28";"2018-06-28";"394.5";"335.5";"0";"0";"46";"3"
"486";"869D4C6";"2018-06-28";"CRD";"2018-06-28";"0000-00-00";"69.9";"69.9";"0";"1";"133";"3"
"487";"7E3B647";"2018-06-28";"CRD";"2018-06-28";"0000-00-00";"149.7";"149.7";"0";"1";"310";"3"
"488";"A1A1EC3";"2018-06-29";"CRD";"2018-06-29";"0000-00-00";"139.8";"139.8";"139.8";"1";"320";"3"
"489";"96B9FEA";"2018-06-29";"CRD";"2018-06-29";"0000-00-00";"99.8";"99.8";"99.8";"1";"187";"3"
"490";"D31CE45";"2018-06-29";"DEB";"2018-06-29";"2018-06-29";"193.9";"170";"0";"0";"116";"4"
"491";"5977041";"2018-06-29";"DIN";"2018-06-29";"2018-06-29";"79.9";"79.9";"0";"0";"394";"4"
"492";"4077B10";"2018-06-29";"CRD";"2018-06-29";"0000-00-00";"154.8";"154.8";"0";"1";"348";"4"
"493";"0062DDF";"2018-06-29";"CRD";"2018-06-29";"0000-00-00";"189.8";"189.8";"0";"1";"29";"4"
"494";"7CCEFB8";"2018-06-30";"CRD";"2018-06-30";"0000-00-00";"153.9";"153.9";"153.9";"1";"102";"4"
"495";"D95AC79";"2018-06-30";"CRD";"2018-06-30";"0000-00-00";"29.9";"29.9";"0";"1";"352";"4"
"496";"A08588A";"2018-06-30";"DEB";"2018-06-30";"2018-06-30";"129.8";"129.8";"0";"0";"408";"4"
"497";"D7C3206";"2018-06-30";"CRD";"2018-06-30";"0000-00-00";"39.9";"39.9";"0";"1";"205";"4"
"498";"2187AF0";"2018-06-30";"DIN";"2018-06-30";"2018-06-30";"569.4";"569.4";"0";"0";"447";"4"
"499";"2187AF0";"2018-06-30";"CRE";"2018-06-30";"0000-00-00";"569.4";"0";"0";"1";"447";"4"
"500";"816567F";"2018-06-30";"CRD";"2018-06-30";"0000-00-00";"330.6";"330.6";"110.6";"1";"315";"4"
"501";"D233688";"2018-07-02";"CRD";"2018-07-02";"0000-00-00";"234.7";"234.7";"0";"1";"95";"3"
"502";"67230C5";"2018-07-02";"CRD";"2018-07-02";"0000-00-00";"164.7";"164.7";"0";"1";"449";"3"
"503";"920EA37";"2018-07-02";"DEB";"2018-07-02";"2018-07-02";"119.9";"119.9";"0";"0";"450";"3"
"504";"C65BA11";"2018-07-02";"CRD";"2018-07-02";"0000-00-00";"913.3";"873.3";"673.3";"1";"138";"3"
"505";"94D7188";"2018-07-02";"CRD";"2018-07-02";"0000-00-00";"139.8";"139.8";"139.8";"1";"138";"3"
"506";"4A5B57A";"2018-07-02";"CRD";"2018-07-02";"0000-00-00";"1370.5";"1370.5";"305.8";"1";"164";"3"
"507";"1B2AE10";"2018-07-02";"DIN";"2018-07-02";"2018-07-02";"54.8";"50";"0";"0";"293";"3"
"508";"3FE0845";"2018-07-03";"CRD";"2018-07-03";"0000-00-00";"249.7";"249.7";"249.7";"1";"256";"3"
"509";"B787730";"2018-07-03";"CRD";"2018-07-03";"0000-00-00";"129.8";"129.8";"0";"1";"451";"3"
"510";"26C2811";"2018-07-03";"CRD";"2018-07-03";"0000-00-00";"32.9";"32.9";"32.9";"1";"6";"3"
"511";"7B88E12";"2018-07-03";"CRD";"2018-07-03";"0000-00-00";"214.8";"214.8";"214.8";"1";"452";"3"
"512";"B42954A";"2018-07-03";"DEB";"2018-07-03";"2018-07-03";"94.9";"55";"0";"0";"453";"3"
"513";"495F84F";"2018-07-04";"DEB";"2018-07-04";"2018-07-04";"508.5";"446.94";"0";"0";"454";"4"
"514";"832EECF";"2018-07-04";"CRD";"2018-07-04";"0000-00-00";"275.6";"275.6";"95.6";"1";"455";"4"
"515";"E43CFAE";"2018-07-04";"CRD";"2018-07-04";"0000-00-00";"79.8";"79.8";"0.0000000000000426326";"1";"5";"4"
"517";"5CF0E6B";"2018-07-05";"CRD";"2018-07-05";"0000-00-00";"289.7";"289.7";"0";"1";"415";"3"
"518";"AAE9D4E";"2018-07-05";"CRD";"2018-07-05";"0000-00-00";"39.9";"39.9";"0";"1";"166";"3"
"519";"6493FA9";"2018-07-05";"CRD";"2018-07-05";"0000-00-00";"159.8";"159.8";"0";"1";"431";"3"
"520";"AE60A56";"2018-07-06";"CRD";"2018-07-06";"0000-00-00";"199.7";"199.7";"199.7";"1";"274";"3"
"521";"BE782A8";"2018-07-06";"CRD";"2018-07-06";"0000-00-00";"192.6";"192.6";"0";"1";"304";"4"
"522";"477D9BE";"2018-07-06";"CRD";"2018-07-06";"0000-00-00";"199.8";"199.8";"99.8";"1";"80";"4"
"523";"4BB30F3";"2018-07-06";"CRD";"2018-07-06";"0000-00-00";"69.9";"69.9";"0";"1";"166";"4"
"524";"11C2062";"2018-07-06";"CRD";"2018-07-06";"0000-00-00";"94.9";"94.9";"94.9";"1";"30";"4"
"525";"736114A";"2018-07-06";"CRD";"2018-07-06";"0000-00-00";"39.9";"39.9";"0";"1";"198";"4"
"526";"EEF37F9";"2018-07-07";"CRD";"2018-07-07";"0000-00-00";"99.7";"75";"0";"1";"165";"4"
"527";"74B6D35";"2018-07-07";"CRD";"2018-07-07";"0000-00-00";"298.8";"298.8";"298.4";"1";"114";"4"
"528";"8565E69";"2018-07-07";"DIN";"2018-07-07";"2018-07-07";"178.8";"178.8";"0";"0";"399";"4"
"529";"8565E69";"2018-07-07";"CRE";"2018-07-07";"0000-00-00";"178.8";"0";"0";"1";"399";"4"
"530";"83D5032";"2018-07-07";"CRD";"2018-07-07";"0000-00-00";"647.4";"647.4";"344.4";"1";"313";"4"
"531";"3288A76";"2018-07-07";"CRD";"2018-07-07";"0000-00-00";"284.7";"284.7";"0";"1";"165";"4"
"532";"D0A0212";"2018-07-07";"CRD";"2018-07-07";"0000-00-00";"189.8";"189.8";"0";"1";"133";"4"
"533";"3D7BD66";"2018-07-07";"CRD";"2018-07-07";"0000-00-00";"89.9";"75";"0";"1";"316";"4"
"534";"0E178EB";"2018-07-07";"CRD";"2018-07-07";"0000-00-00";"355.4";"331";"0";"1";"287";"4"
"535";"CDF4F55";"2018-07-10";"CRD";"2018-07-10";"0000-00-00";"277.8";"277.8";"161.8";"1";"319";"4"
"536";"9EAFC22";"2018-07-10";"CRD";"2018-07-10";"0000-00-00";"99";"99";"99";"1";"102";"4"
"537";"F9255C3";"2018-07-10";"CRD";"2018-07-10";"0000-00-00";"559.7";"459.7";"459.7";"1";"170";"4"
"538";"2B1F5C0";"2018-07-10";"CRD";"2018-07-10";"0000-00-00";"369.4";"369.4";"169";"1";"429";"4"
"539";"322F68F";"2018-07-10";"DIN";"2018-07-10";"2018-07-10";"69.9";"69.9";"0";"0";"456";"4"
"540";"322F68F";"2018-07-10";"CRE";"2018-07-10";"0000-00-00";"81.9";"0";"0";"1";"456";"4"
"541";"3831828";"2018-07-10";"CRD";"2018-07-10";"0000-00-00";"394.3";"394.3";"211.7";"1";"165";"4"
"542";"2F9C4D6";"2018-07-11";"CRD";"2018-07-11";"0000-00-00";"365.5";"353.6";"191.6";"1";"457";"4"
"543";"67804A4";"2018-07-11";"DIN";"2018-07-11";"2018-07-11";"159.8";"159.8";"0";"0";"408";"4"
"544";"9F51688";"2018-07-11";"DEB";"2018-07-11";"2018-07-11";"24.9";"24.9";"0";"0";"408";"4"
"545";"70AAE5B";"2018-08-12";"DIN";"2018-07-12";"0000-00-00";"229.7";"229.7";"0";"0";"372";"4"
"547";"543D5FB";"2018-07-13";"DIN";"2018-07-13";"2018-07-13";"129.8";"100";"0";"0";"458";"4"
